Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
30/09/2024 17:11:45,02/12/2024,"Demand - Cold, (excluding interconnector and storage)",328.985346987636,30/09/2024 16:11:46,
30/09/2024 17:11:45,03/12/2024,"Demand - Cold, (excluding interconnector and storage)",330.282654545273,30/09/2024 16:11:46,
30/09/2024 17:11:45,04/12/2024,"Demand - Cold, (excluding interconnector and storage)",331.578091810909,30/09/2024 16:11:46,
30/09/2024 17:11:45,05/12/2024,"Demand - Cold, (excluding interconnector and storage)",332.849474580727,30/09/2024 16:11:46,
30/09/2024 17:11:45,06/12/2024,"Demand - Cold, (excluding interconnector and storage)",331.026860842364,30/09/2024 16:11:46,
30/09/2024 17:11:45,07/12/2024,"Demand - Cold, (excluding interconnector and storage)",308.196944212364,30/09/2024 16:11:46,
30/09/2024 17:11:45,08/12/2024,"Demand - Cold, (excluding interconnector and storage)",306.425666714909,30/09/2024 16:11:46,
30/09/2024 17:11:45,09/12/2024,"Demand - Cold, (excluding interconnector and storage)",339.052769949545,30/09/2024 16:11:46,
30/09/2024 17:11:45,10/12/2024,"Demand - Cold, (excluding interconnector and storage)",340.383801564091,30/09/2024 16:11:46,
30/09/2024 17:11:45,11/12/2024,"Demand - Cold, (excluding interconnector and storage)",341.681090894909,30/09/2024 16:11:46,
30/09/2024 17:11:45,12/12/2024,"Demand - Cold, (excluding interconnector and storage)",343.055456815818,30/09/2024 16:11:46,
30/09/2024 17:11:45,13/12/2024,"Demand - Cold, (excluding interconnector and storage)",341.031551400909,30/09/2024 16:11:46,
30/09/2024 17:11:45,14/12/2024,"Demand - Cold, (excluding interconnector and storage)",317.421151274364,30/09/2024 16:11:46,
30/09/2024 17:11:45,15/12/2024,"Demand - Cold, (excluding interconnector and storage)",315.358686729091,30/09/2024 16:11:46,
30/09/2024 17:11:45,16/12/2024,"Demand - Cold, (excluding interconnector and storage)",348.377947280727,30/09/2024 16:11:46,
30/09/2024 17:11:45,17/12/2024,"Demand - Cold, (excluding interconnector and storage)",349.683554882727,30/09/2024 16:11:46,
30/09/2024 17:11:45,18/12/2024,"Demand - Cold, (excluding interconnector and storage)",350.835205672,30/09/2024 16:11:46,
30/09/2024 17:11:45,19/12/2024,"Demand - Cold, (excluding interconnector and storage)",352.194377480545,30/09/2024 16:11:46,
30/09/2024 17:11:45,20/12/2024,"Demand - Cold, (excluding interconnector and storage)",327.378609710727,30/09/2024 16:11:46,
30/09/2024 17:11:45,21/12/2024,"Demand - Cold, (excluding interconnector and storage)",306.763973783,30/09/2024 16:11:46,
30/09/2024 17:11:45,22/12/2024,"Demand - Cold, (excluding interconnector and storage)",308.491304475909,30/09/2024 16:11:46,
30/09/2024 17:11:45,23/12/2024,"Demand - Cold, (excluding interconnector and storage)",332.325123705909,30/09/2024 16:11:46,
30/09/2024 17:11:45,24/12/2024,"Demand - Cold, (excluding interconnector and storage)",323.755926936818,30/09/2024 16:11:46,
30/09/2024 17:11:45,25/12/2024,"Demand - Cold, (excluding interconnector and storage)",317.747235559091,30/09/2024 16:11:46,
30/09/2024 17:11:45,26/12/2024,"Demand - Cold, (excluding interconnector and storage)",315.349091490818,30/09/2024 16:11:46,
30/09/2024 17:11:45,27/12/2024,"Demand - Cold, (excluding interconnector and storage)",328.215224025455,30/09/2024 16:11:46,
30/09/2024 17:11:45,28/12/2024,"Demand - Cold, (excluding interconnector and storage)",317.775288236273,30/09/2024 16:11:46,
30/09/2024 17:11:45,29/12/2024,"Demand - Cold, (excluding interconnector and storage)",318.310331686818,30/09/2024 16:11:46,
